id,title,slug,category,detailUrl,location,priceLevel,minPrice,maxPrice,rating,websiteUrl,promoBadge,promoSummary,descriptionSnippet,serviceHighlightsCount,termsHighlightsCount,eventTypesCount,categoryExpectedEventTypes,hasLocation,hasStructuredPrice,hasWebsiteUrl,hasStructuredPromo,hasDescriptionSnippet,hasServiceHighlights,hasTermsHighlights,hasEventTypes,hasNonZeroRating,implicitPromoInTitle,genericServiceHighlights,genericTermsHighlights,comparisonSignalCount,issueFlags
94,Dulcefina,dulcefina,Catering,https://sinenvolturas.com/proveedores/dulcefina,Perú,$$$$,,,0.0,https://dulcefina.com.pe/,15% Off,15% de descuento en tortas de boda en Dulcefina.,"Dulcefina es una pastelería especializada en tortas de boda, creando diseños personalizados que combinan estética y sabor para momentos especiales.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
109,Edo Sushi Bar,edo-sushi-bar,Catering,https://sinenvolturas.com/proveedores/edo-sushi-bar,"Lima, Perú",$$$,1200.00,,5.0,https://www.edosushibar.com/catering,10% Off,10% de descuento en servicio de catering para clientes de Sin Envolturas.,"Edo Sushi Bar es un servicio de catering especializado en comida japonesa, ofreciendo propuestas gastronómicas de alta calidad para eventos y celebraciones.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,true,false,false,false,8,missing_event_types
130,Erika Fernandez Bodas & Eventos,erika-fernandez-bodas-eventos,Catering,https://sinenvolturas.com/proveedores/erika-fernandez-bodas-eventos,"Lima, Perú",$$$,,,0.0,https://erikafernandez.pe/,Vale de S/. 500 de descuento,Vale de S/.500 de descuento en servicio de catering.,"Erika Fernández Bodas & Eventos es un servicio especializado en la organización de matrimonios y eventos, ofreciendo propuestas integrales de catering y planificación para crear celebraciones únicas y memorables.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
118,Fabrantza,fabrantza,Catering,https://sinenvolturas.com/proveedores/fabrantza,Perú,$$$,,,0.0,,10% Off,Descuento exclusivo de 10% OFF en servicio de catering en Fabrantza.,"Fabrantza es un servicio de catering que ofrece propuestas gastronómicas para eventos, combinando calidad y atención al detalle para cada celebración.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,true,6,missing_event_types | zero_or_missing_rating | generic_terms_highlights
4,Farola,farola,Catering,https://sinenvolturas.com/proveedores/farola,Perú,$$$,,,0.0,http://farola.pe/,Vale de US$ 200.00,Vale de US$ 200.00 de descuento en el catering,"Farola es un servicio enfocado en eventos, ofreciendo propuestas diseñadas para crear experiencias memorables y bien ejecutadas.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
137,FCatering,fcatering,Catering,https://sinenvolturas.com/proveedores/fcatering,"Lima, Perú",$$,,,0.0,,Vale de 300 Dólares,Vale de 300 dólares sobre el presupuesto total solo para clientes de Sin Envolturas,"FCatering es un servicio de catering enfocado en ofrecer experiencias gastronómicas para eventos, combinando calidad, presentación y atención a cada detalle.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
102,Fiorella Giulia,fiorella-giulia,Catering,https://sinenvolturas.com/proveedores/fiorella-giulia,Perú,$$,,,0.0,,Asesoría 100% gratis,"Bono 100% asesoría gratis.
Te regalamos la decoración de la zona de Novios o la zona de bienvenida","Fiorella Giulia es un servicio especializado en la asesoría y diseño de espacios para matrimonios y eventos, creando propuestas estéticas que elevan la experiencia de cada celebración.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
138,Galería Gourmand,galeria-gourmand,Catering,https://sinenvolturas.com/proveedores/galeria-gourmand,"Lima, Perú",$$,,,0.0,https://www.galeriagourmand.com/tienda-online/,10% Off,"10% de Descuento en comida gourmet para matrimonios civiles y alquiler de menaje, solo para clientes de Sin Envolturas.","Galería Gourmand ofrece propuestas de comida gourmet para matrimonios y eventos, combinando calidad, presentación y una experiencia gastronómica cuidada en cada detalle.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
117,Kisu,kisu,Catering,https://sinenvolturas.com/proveedores/kisu,Perú,$$$,,,0.0,,5% Off,"5% de descuento en todos nuestros catálogos: packs, box y servicio de catering de quesos y charcuteria","Kisu ofrece catering especializado en quesos y charcutería, creando mesas y experiencias gastronómicas ideales para eventos y celebraciones.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,true,6,missing_event_types | zero_or_missing_rating | generic_terms_highlights
17,La Botanería,la-botaneria,Catering,https://sinenvolturas.com/proveedores/la-botaneria,Perú,$$,,,0.0,www.labotaneria.pe,15% Off,15% descuento en toda la carta,"La Botanería es un espacio gastronómico que ofrece una propuesta variada ideal para compartir, con una carta pensada para disfrutar en distintos momentos.",1,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,true,7,missing_event_types | zero_or_missing_rating | generic_terms_highlights
89,Oriundo Macerados,oriundo-macerados,Catering,https://sinenvolturas.com/proveedores/oriundo-macerados,Perú,$$,,,0.0,,15% Off,15 % de descuento en todos macerados de pisco artesanal para los clientes de Sin Envolturas.,"Oriundo es una marca especializada en macerados artesanales de pisco, ofreciendo propuestas únicas que resaltan sabores tradicionales con un enfoque creativo.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,true,6,missing_event_types | zero_or_missing_rating | generic_terms_highlights
135,Paola Puerta Catering,paola-puerta-catering,Catering,https://sinenvolturas.com/proveedores/paola-puerta-catering,Perú,$$$$,,,0.0,https://acortar.link/wJ5aTZ,Grupo electrógeno gratis y más,"Grupo electrógeno gratis, 50 velas colgantes y estacas de velas solo para clientes de Sin Envolturas.","Paola Puerta Catering es un servicio especializado en la creación de experiencias gastronómicas para matrimonios y eventos, cuidando cada detalle para lograr celebraciones memorables.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
151,Riccadonna,riccadonna,Catering,https://sinenvolturas.com/proveedores/riccadonna,Perú,$$$,,,0.0,,Precio Especial,Por comprar por este canal tienes un precio especial de S/49.72 para cualquier variedad de Riccadonna,"Riccadonna es una marca de espumantes ideal para celebraciones, ofreciendo opciones versátiles para acompañar momentos especiales.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,true,6,missing_event_types | zero_or_missing_rating | generic_terms_highlights
148,Sed Wine Club & Merchant,sed-wine-club-merchant,Catering,https://sinenvolturas.com/proveedores/sed-wine-club-merchant,Perú,$$,35.00,,0.0,https://www.sedwines.com,10% Off,10% en todos los vinos con el código SINENVOLTURAS10,"Sed Wine Club & Merchant es un espacio especializado en vinos, ofreciendo una selección curada para disfrutar en distintas ocasiones y celebraciones.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
141,Valhi Designer,valhi-designer,Catering,https://sinenvolturas.com/proveedores/valhi-designer,Perú,$$$,,,0.0,https://valhidesigners.com/,$200 de descuento,$200 dólares de descuento sobre el servicio de producción y organización de bodas.,"Valhi Designer es un servicio especializado en la producción y organización de bodas, creando experiencias personalizadas y cuidando cada detalle del evento.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
84,Arboreto,arboreto,Florería y papelería,https://sinenvolturas.com/proveedores/arboreto,"Lima, Perú",$$$,,,0.0,,25% Off,25% de descuento sobre el fee fijo de $250,"Arboreto es un servicio especializado en la preservación de bouquets de novia, transformando flores en recuerdos duraderos que conservan el valor emocional de ese día especial.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
184,Bellüm House | Envío gratis + 10% off en ramo de novia,bellum-house,Florería y papelería,https://sinenvolturas.com/proveedores/bellum-house,"Guadalajara, México",,,,0.0,,Envío gratis + 10% off en ramo de novia,Envío gratis en todas tus compras con Bellüm House dentro de 12 km a la redonda y 10% de descuento en tu ramo de novia al realizar una compra previa a tu boda.,Bellüm House es un estudio floral enfocado en crear arreglos y propuestas personalizadas que transforman cualquier espacio en una experiencia estética única.,1,1,0,wedding | babyshower | charity | others,true,false,false,true,true,true,true,false,false,false,false,true,5,missing_structured_price | missing_event_types | zero_or_missing_rating | generic_terms_highlights
165,ChezNu | Regalos en la contratación del servicio de flores para boda,cheznu,Florería y papelería,https://sinenvolturas.com/proveedores/cheznu,"Ciudad de México, México",,,,0.0,,Regalos Especiales,"Por la contratación de flores para tu boda, te regalamos: Flores personales, Ramo principal, Ramo de la Virgen, Ramo de aventar, Boutonnière de novios y boutonnière de papás","Cheznu es una marca especializada en diseño floral para bodas, enfocada en crear propuestas elegantes, románticas y personalizadas para cada celebración.",1,1,0,wedding | babyshower | charity | others,true,false,false,true,true,true,true,false,false,false,false,true,5,missing_structured_price | missing_event_types | zero_or_missing_rating | generic_terms_highlights
180,Da Flore | Diferentes beneficios,da-flore,Florería y papelería,https://sinenvolturas.com/proveedores/da-flore,"Guadalajara, México",,,,0.0,,Diferentes Beneficios,"En la compra de paquete de los 3 ramos de novia (principal, virgen y para aventar) van 3 buttonieres de regalo para novio y papás.
En la compra de 10 centros de mesa o más, el arreglo para la mesa de novios va gratis","Da Flore es una empresa de flores en Guadalajara enfocada en crear diseños florales con estilo, sensibilidad y atención al detalle.",1,1,0,wedding | babyshower | charity | others,true,false,false,true,true,true,true,false,false,false,false,true,5,missing_structured_price | missing_event_types | zero_or_missing_rating | generic_terms_highlights
35,Filigrana,filigrana,Florería y papelería,https://sinenvolturas.com/proveedores/filigrana,Perú,$$,,,0.0,,Hasta 15% Off,"15% de dscto. en papelería fina y señalética bodas 

10% de dscto. en invitaciones digitales, impresas y party packs","Filigrana es una empresa de papelería especializada en crear invitaciones y piezas personalizadas, tanto virtuales como impresas, cuidando cada detalle para darle a cada evento un toque único, elegante y coherente desde el primer momento.",3,1,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,true,6,missing_event_types | zero_or_missing_rating | generic_terms_highlights
11,Olivia,olivia,Florería y papelería,https://sinenvolturas.com/proveedores/olivia,Perú,$$$,,,0.0,,Tocado de flores naturales Gratis,Te regalamos un tocado de flores naturales o peineta por la reserva del paquete de “Matrimonio religioso”,"Olivia es un servicio especializado en arreglos florales y accesorios para novias, creando piezas naturales y delicadas que complementan el look nupcial.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
23,Ramona,ramona,Florería y papelería,https://sinenvolturas.com/proveedores/ramona,Perú,$$,,,0.0,https://www.ramonafloristeria.com/,Accesorios Gratis,"Peineta, tocado, Bolita para Damita o flores para el carro gratis por la compra de un Paquete Matrimonial Básico","Ramona es un servicio especializado en arreglos florales y accesorios para matrimonios, ofreciendo propuestas que acompañan cada detalle del evento con estilo y armonía.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
142,Agalux Studio,agalux-studio,Fotografía y video,https://sinenvolturas.com/proveedores/agalux-studio,"Lima, Perú",$$,6000.00,,0.0,,100 S/. Dscto,100 soles de descuento para bodas de +100 invitados.,Agalux Studio ofrece a los clientes de Sin Envolturas una propuesta audiovisual enfocada en capturar bodas con un estilo moderno y cuidado.,3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
176,Agustin Valdez | 15% de descuento en todos los servicios,agustin-valdez,Fotografía y video,https://sinenvolturas.com/proveedores/agustin-valdez,"San Miguel de Allende, México",,,,0.0,,15% de descuento,15% de descuento en todos los servicios,"Agustín Valadez es un fotógrafo de bodas que se especializa en capturar momentos auténticos, emociones reales y los detalles que hacen única cada celebración.",1,1,0,wedding | babyshower | charity | others,true,false,false,true,true,true,true,false,false,false,false,true,5,missing_structured_price | missing_event_types | zero_or_missing_rating | generic_terms_highlights
58,Andrea Narváez,andrea-narvaez,Fotografía y video,https://sinenvolturas.com/proveedores/andrea-narvaez,"Lima, Perú",$$$,,,0.0,,30% Off,30% de dscto. en sesión de fotos en exteriores para niños y familias,Andrea Narváez ofrece a los clientes de Sin Envolturas una propuesta de fotografía y video enfocada en capturar momentos auténticos en familia.,3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
114,Andrea Vivanco,andrea-vivanco,Fotografía y video,https://sinenvolturas.com/proveedores/andrea-vivanco,Perú,$$$,,,0.0,https://www.andreavivanco.com/,20% Off,20% de descuento en los paquetes de sesiones fotográficas,"Andrea Vivanco Photography es un servicio de fotografía enfocado en capturar momentos especiales con un estilo natural, cuidando cada detalle para lograr imágenes auténticas.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
132,Carlos Romero Films,carlos-romero-films,Fotografía y video,https://sinenvolturas.com/proveedores/carlos-romero-films,"Lima, Perú",$$$,,,0.0,,10% Off,10% de descuento en cualquier paquete,Carlos Romero Films ofrece a los clientes de Sin Envolturas una propuesta audiovisual enfocada en capturar cada momento con un enfoque cinematográfico.,3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
90,Carlos Schult,carlos-schult,Fotografía y video,https://sinenvolturas.com/proveedores/carlos-schult,"Lima, Perú",$$,,,0.0,https://goo.su/9rmDCWQ,Gratis,Sesión pre boda de regalo en cualquier opción de la web,Carlos Schult ofrece a los clientes de Sin Envolturas una propuesta fotográfica enfocada en capturar momentos reales y memorables.,3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
168,Filomena Studio,filomena-studio,Fotografía y video,https://sinenvolturas.com/proveedores/filomena-studio,"Lima, Perú",$$$,,,0.0,https://lookbook.filomena.studio/,10% Off,"10% de descuento en el servicio Gifbooth, Insta Printing y 360","Filomena ofrece a los clientes de Sin Envolturas una experiencia interactiva para eventos, pensada para capturar momentos de forma divertida y espontánea.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
170,Fotografía Beauty Art | Distintos descuentos en sus diferentes paquetes,fotografia-beauty-art,Fotografía y video,https://sinenvolturas.com/proveedores/fotografia-beauty-art,"Ciudad de México, México",,,,0.0,,Diferentes Descuentos,Paquete Silver y Paquete Oro con 5% de descuento; Paquete Platino y Paquete Diamante con 10% de descuento.,"Foto Beauty Art es un equipo especializado en maquillaje y peinado para novias, enfocado en crear looks personalizados que resalten la esencia y estilo de cada persona.",1,1,0,wedding | babyshower | charity | others,true,false,false,true,true,true,true,false,false,false,false,true,5,missing_structured_price | missing_event_types | zero_or_missing_rating | generic_terms_highlights
54,Fotostory,fotostory,Fotografía y video,https://sinenvolturas.com/proveedores/fotostory,"Lima, Perú",$$,150.00,,0.0,https://fotostory.pe/,10% Off,10% de descuento en todos los fotobooks,"Fotostory es una empresa especializada en crear recuerdos personalizados a través de fotobooks, tazas y cuadros con imágenes, transformando momentos especiales en piezas únicas para conservar y revivir siempre.",3,1,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,true,7,missing_event_types | zero_or_missing_rating | generic_terms_highlights
63,Israel Rivera,israel-rivera,Fotografía y video,https://sinenvolturas.com/proveedores/israel-rivera,Perú,$$$,,,0.0,,Hasta 20% Off,"20 % de dscto. en los paquetes Full y Premium 

15% de dscto. en sesiones de pareja o familia","Israel Rivera es un fotógrafo especializado en sesiones de pareja y familia, con un enfoque en capturar momentos auténticos y naturales.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,true,6,missing_event_types | zero_or_missing_rating | generic_terms_highlights
173,LLUM Studio | 15% de descuento en paquetes full day,llum-studio,Fotografía y video,https://sinenvolturas.com/proveedores/llum-studio,"Santiago de Querétaro, México",,,,0.0,https://www.llumstudio.com/,15% de descuento,15% de descuento en paquetes full day,"LLUM Studio es un estudio especializado en fotografía y video para bodas, enfocado en capturar cada celebración de forma emotiva, estética y auténtica.",1,1,0,wedding | babyshower | charity | others,true,false,true,true,true,true,true,false,false,false,false,true,6,missing_structured_price | missing_event_types | zero_or_missing_rating | generic_terms_highlights
60,Maria Bashi,maria-bashi,Fotografía y video,https://sinenvolturas.com/proveedores/maria-bashi,"Lima, Perú",$$$,,,0.0,,20% Off,"20% de dscto. en sesiones de recién nacidos, bebés y familia - 20% de dscto. en sesiones de embarazo","María Bashi es una fotógrafa especializada en capturar momentos familiares y etapas importantes de la vida, con un enfoque natural y cercano.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
13,Ojo de Uva,ojo-de-uva,Fotografía y video,https://sinenvolturas.com/proveedores/ojo-de-uva,"Lima, Perú",$$$,,,0.0,https://ojodeuvape.wixsite.com/ojodeuva,Gratis,Sesión pre boda de video GRATIS por la separación de una fecha con los paquetes Uva 1.5 y Uva 2.0,Ojo de Uva ofrece a los clientes de Sin Envolturas una propuesta audiovisual enfocada en capturar historias de manera auténtica y natural.,3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
164,On Weddings | Photobook de regalo,on-weddings,Fotografía y video,https://sinenvolturas.com/proveedores/on-weddings,"León, México",,,,0.0,https://www.onweds.com/bookinges?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnUoPpmob9BNgAV9nP2TPgIscwr51mncQeRhPo2as0xBk6aHMBt1DhBTwqt94_aem_JYmBeO4dEpz0Hfypyax3Xw,Photobook de regalo,Photobook de regalo de 50 fotos por la contratación de cualquiera de sus paquetes.,"On Weddings es un estudio creativo especializado en fotografía y cinematografía de bodas, enfocado en transformar cada historia de amor en un legado visual atemporal.",1,1,0,wedding | babyshower | charity | others,true,false,true,true,true,true,true,false,false,false,false,true,6,missing_structured_price | missing_event_types | zero_or_missing_rating | generic_terms_highlights
32,Quinta Esencia,quinta-esencia,Fotografía y video,https://sinenvolturas.com/proveedores/quinta-esencia,,$$$,,,0.0,,Vale de US$ 100.00,Vale de US$ 100.00 de descuento sobre el primer paquete,"Quinta Esencia es un servicio enfocado en experiencias para eventos, ofreciendo propuestas diseñadas para complementar y elevar momentos especiales.",3,2,0,wedding | babyshower | charity | others,false,true,false,true,true,true,true,false,false,false,false,true,5,missing_location | missing_event_types | zero_or_missing_rating | generic_terms_highlights
95,Rebel Rebel Photo,rebel-rebel-photo,Fotografía y video,https://sinenvolturas.com/proveedores/rebel-rebel-photo,Perú,$$$$,,,0.0,,10% Off,"10% de descuento en el paquete 1 y 2 de bodas o en cambio pre boda o post boda de regalo (todo para paquete 1 y 2)

10% off en sesiones para los invitados - Valido sólo para el paquete 1 o 2 de fotografía y video","Rebel Rebel Photo es un servicio de fotografía y video para matrimonios, enfocado en capturar momentos auténticos y memorables con un estilo moderno y natural.",3,2,0,wedding | babyshower | charity | others,true,true,false,true,true,true,true,false,false,false,false,false,6,missing_event_types | zero_or_missing_rating
91,Save the Date,save-the-date,Fotografía y video,https://sinenvolturas.com/proveedores/save-the-date,Perú,$$$$,,,0.0,https://www.savethedate.pe/,$ 150 Off,$ 150 Off en paquetes de foto + video para novios,"Save The Date es un servicio de fotografía y video para matrimonios, enfocado en capturar cada momento de forma auténtica y memorable.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,true,7,missing_event_types | zero_or_missing_rating | generic_terms_highlights
33,Spotlight Studio,spotlight-studio,Fotografía y video,https://sinenvolturas.com/proveedores/spotlight-studio,"Lima, Perú",$$$,,,0.0,https://www.spotlight.com.pe/,10% Off,"10% de descuento en el paquete de bodas
10% de descuento en servicio contratado para Bridal Shower",Spotlight Studio ofrece a los clientes de Sin Envolturas una experiencia pensada para celebrar momentos especiales como bodas y bridal showers.,3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
133,Uriel Santisteban Photography & Film,uriel-santisteban-photography-film,Fotografía y video,https://sinenvolturas.com/proveedores/uriel-santisteban-photography-film,"Lima, Perú",$$$$,,,0.0,https://www.urielsantisteban.com/,5% Off,5% de descuento en cualquier paquete de fotografía + video válido para paquetes de fotografía junto con video ( Ambos deben ser de la misma categoría).,"Uriel Santisteban Photography & Films ofrece a los clientes de Sin Envolturas una propuesta integral de fotografía y video, capturando cada momento del evento desde distintas perspectivas.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,true,7,missing_event_types | zero_or_missing_rating | generic_terms_highlights
131,Willcast,willcast,Fotografía y video,https://sinenvolturas.com/proveedores/willcast,"Lima, Perú",$$$$,5000.00,,0.0,https://goo.su/qFnV9B8,10% Off,10% descuento en los paquetes: Lets Celebrate & Wedding day.,"Willcast ofrece a los clientes de Sin Envolturas una propuesta audiovisual completa para matrimonios, combinando fotografía y video con un enfoque moderno.",3,2,0,wedding | babyshower | charity | others,true,true,true,true,true,true,true,false,false,false,false,false,7,missing_event_types | zero_or_missing_rating
77,AE MAISON |  5% DE DESCUENTO,ae-maison,Hogar y deco,https://sinenvolturas.com/proveedores/ae-maison,,,,,0.0,https://www.aemaison.pe/,,,5% de descuento solo a los clientes de Sin Envolturas e invitados.,0,0,0,wedding | others,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
99,AMARILLO 40 | HASTA 20% DE DSCTO. EN DISEÑO DE AMBIENTES,amarillo-40,Hogar y deco,https://sinenvolturas.com/proveedores/amarillo-40,,,,,0.0,https://www.amarillo40.com/,,,20% de descuento para anfitriones en nuestro servicio de diseño de ambientes (incluye desarrollo de planos) no incluye implementación de diseño o ejecución de proyecto.,0,0,0,wedding | others,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
122,ARDE | 10% DE DSCTO. POR COMPRAS MÍNIMAS A S/.200,arde,Hogar y deco,https://sinenvolturas.com/proveedores/arde,,,,,0.0,https://www.ardetodo.com/,,,10% de descuento por compras mínimas a S/200.,0,0,0,wedding | others,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
105,ARQLAB | 10% DE DSCTO. EN DISEÑO DE ESPACIOS,arqlab,Hogar y deco,https://sinenvolturas.com/proveedores/arqlab,Perú,$$$,900.00,,0.0,https://www.arqlab.pe,,,Acerca del proveedor: Arqlab - ofrece a los clientes de Sin Envolturas: 10% en diseño de espacios.,3,2,0,wedding | others,true,true,true,false,true,true,true,false,false,true,false,false,6,missing_promo_structure | missing_event_types | zero_or_missing_rating | implicit_promo_only
64,ARTE EN PAPEL | 20% DE DSCTO.,arte-en-papel,Hogar y deco,https://sinenvolturas.com/proveedores/arte-en-papel,,,,,0.0,https://arteenpapelperu.com/,,,20% dscto.,0,0,0,wedding | others,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
104,ATENAS PATRÓN | 10% DE DSCTO EN DISEÑO DE INTERIOR,atenas-patron,Hogar y deco,https://sinenvolturas.com/proveedores/atenas-patron,,,,,0.0,,,,10% de descuento en todas las asesorías de diseño interior.,0,0,0,wedding | others,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
87,DEPALISTO | DSCTO EN ACOMPAÑAMIENTO DE INSPECCIÓN,depalisto,Hogar y deco,https://sinenvolturas.com/proveedores/depalisto,,,,,0.0,,,,ACOMPAÑAMIENTO DE INSPECCIÓN BASICO DEPALISTO - 6 SOLES X M2 Verificación de medidas de acuerdo al RNE Verificación de acabados según cuadro de acabados del proyecto Verificación de instalaciones eléctricas *Tomacorrientes/interruptores/llaves termom./tablero electrico Verificación de instalaciones sanitarias *Pruebas en agua y desagüe /revisión de sumideros y registros Entrega de informe técnico ACOMPAÑAMIENTO DE INSPECCIÓN FULL DEPALISTO - 9 SOLES X M2 Verificacion de medidas de acuerdo al rne Verificación de acabados según cuadro de acabados del proyecto Verificación de instalaciones eléctricas *Tomacorrientes/interruptores/llaves termom./tablero electrico Verificación de instalaciones sanitarias *Pruebas en agua y desagüe /revisión de sumideros y registros 2da visita para constatar que las observaciones estén subsanadas Entrega de informe técnico en 1er y 2da visita,0,0,0,wedding | others,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
40,EL CUARTO DE BAÑO | 10% DE DSCTO.,el-cuarto-de-bano,Hogar y deco,https://sinenvolturas.com/proveedores/el-cuarto-de-bano,,,,,0.0,,,,"10% de descuento en la línea hogar La línea de hogar incluye batas de baño, sabanas, toallas, canastas, turbantes, vinchas, mantas y organizadores de maleta Descuento válido para Lima y Provincia No incluye delivery Descuento sujeto a la disponibilidad del stock",0,0,0,wedding | others,false,false,false,false,true,false,false,false,false,true,false,false,1,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
146,FERRINI DESIGN | HASTA 15% DE DSCTO,ferrini-design,Hogar y deco,https://sinenvolturas.com/proveedores/ferrini-design,,,,,0.0,https://www.ferrinidesign.pe/,,,10% off en muebles de stock y 15% off en accesorios seleccionados (no incluye productos a consignación) para clientes de Sin Envolturas.,0,0,0,wedding | others,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
145,GIRALINEA | HASTA 10% DE DSCTO.,giralinea,Hogar y deco,https://sinenvolturas.com/proveedores/giralinea,,,,,0.0,https://www.giralinea.com/,,,Los clientes de Sin Envolturas tienen los siguientes descuentos: Cojines 10% Alfombras 5% Mantas 10% Muebles 5% Luminarias 10% Adornos 10% Wallpapers (en stock) 10% Tableware 10% *Válido para anfitriones e invitados y solo en tienda física.,0,0,0,wedding | others,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
70,KILA DESIGN | 15% DE DSCTO.,kila-design,Hogar y deco,https://sinenvolturas.com/proveedores/kila-design,,,,,0.0,https://goo.su/fysBE5,,,15% de dscto.,0,0,0,wedding | others,false,false,true,false,true,false,false,false,false,true,false,false,2,missing_location | missing_structured_price | missing_promo_structure | missing_service_highlights | missing_terms_highlights | missing_event_types | zero_or_missing_rating | implicit_promo_only
